CONTRATO;CODIGO;DESEMBOLSO;SALDO_REAL;MONTO_CUOTA;NUMERO_CUOTAS;CUOTAS_PAGADAS;CUOTAS_PENDIENTES;TASA;FECHA_ALTA;FECHA_VENCIMIENTO;COD_PRODUCTO
712232;69214045605;7000;5692;200;48;12;36;17;28/01/2010;17/02/2014;P001
703497;169218115675;28416;14390;524;60;33;27;10,99;06/05/2008;30/05/2013;V001
710458;369230359619;35705;28851;872;58;16;42;16;31/08/2009;04/08/2014;V001
699672;269087210330;1875;245;51;48;43;5;13,9;17/07/2007;17/07/2011;P001
701914;269219224584;271150;224762;3471;120;31;89;9,5;30/07/2008;30/07/2018;H001
701981;269219224584;574200;552192;12354;60;3;57;10,9;10/11/2010;10/11/2015;C001
705659;769224726456;10050;9373;347;36;3;33;15,5;22/11/2010;22/11/2013;P001
711368;169143141211;159500;150901;1460;240;33;207;9,5;08/05/2008;08/05/2028;H001
698752;269223233403;4500;3324;174;36;15;21;25;13/08/2008;30/08/2011;P001
705104;869208876616;315720;314242;2895;240;4;236;9,5;28/10/2010;30/10/2030;H001
706222;469085430700;74690;22181;3901;23;17;6;20,5;18/08/2009;18/08/2011;C001
710605;369214395185;39628;32495;734;48;9;39;8,99;14/05/2010;27/05/2014;V001
699030;869226817717;6750;5828;248;35;10;25;18,9;28/02/2009;27/02/2012;P001
699368;569204519319;322000;305848;2889;240;30;210;9,2;12/08/2008;16/08/2028;H001
705299;769200793023;70000;48380;893;180;100;80;13;11/10/2002;11/10/2017;H001
705305;769200793023;100000;83155;1344;120;32;88;10,75;01/07/2008;01/07/2018;H001
705329;769200793023;15000;11268;947;18;5;13;16,5;03/09/2010;20/03/2012;P001
713373;869072882552;92800;62109;989;143;55;88;10,25;04/07/2006;30/06/2018;H001
708056;969224991101;80000;58182;1752;60;20;40;11,75;15/06/2009;15/06/2014;H001
712922;569205514684;53917;34745;613;180;15;165;11,5;04/02/2005;28/02/2020;H002
712923;569205514684;13415;4396;948;30;2;28;11,5;04/02/2005;28/02/2020;H002
712138;69214015245;6500;5069;186;48;14;34;17;21/11/2009;17/12/2013;P001
714287;569205514684;9000;324;367;36;8;28;30;15/09/2005;20/09/2008;P001
700693;369216321231;18000;3466;143;36;6;30;18,15;03/08/2010;03/08/2013;P001
705478;969201933033;21500;18817;508;59;13;46;14,9;27/10/2008;01/10/2013;P001
707126;969232963893;15700;15700;395;59;0;59;17,5;27/01/2011;25/01/2016;P001
698446;869201868418;85500;84456;777;240;8;232;9,39;30/06/2010;30/06/2030;H004
698447;869201868418;12500;12353;695;40;1;39;9,39;30/06/2010;30/06/2030;H004
700983;569226514284;244100;239896;2165;239;12;227;9;26/02/2010;01/02/2030;H001
704129;69210079169;180279;179922;1478;237;2;235;9;28/09/2010;30/09/2030;H001
707047;769075747977;100000;96306;1396;120;8;112;11,75;25/06/2010;25/06/2020;H001
705367;969221906116;6000;5173;219;35;6;29;18,15;30/07/2010;02/07/2013;P001
701427;969207921771;36559;34815;636;60;3;57;8,25;19/11/2010;30/11/2015;V001
711422;269206251001;5000;1084;144;48;40;8;18;16/10/2007;17/10/2011;P001
707063;869213800680;35000;23423;2284;17;5;12;14,9;06/08/2010;02/02/2012;P001
712257;269232221271;7000;5658;199;48;12;36;17;11/02/2010;17/02/2014;P001
712808;69099068008;104400;49793;1430;120;78;42;11,25;12/08/2004;12/08/2014;H001
697866;469212406966;22515;7838;751;35;24;11;10,99;15/01/2009;07/01/2012;V001
697842;869117888828;11200;11200;419;35;0;35;19,5;23/02/2011;17/02/2014;P001
704276;69229029109;39000;27517;886;60;22;38;13,5;08/04/2009;08/04/2014;H001
707410;569233579729;87830;87830;1113;120;0;120;9,25;09/02/2011;28/02/2021;H004
707411;569233579729;12500;12500;969;20;0;20;9,25;09/02/2011;28/02/2021;H004
710563;569232554934;36166;34300;884;58;9;49;16;24/03/2010;02/03/2015;V001
698169;69207039849;23500;12895;572;60;34;26;17;04/04/2008;27/04/2013;P001
701031;169208175575;12000;6286;284;60;34;26;15,5;09/04/2008;28/04/2013;P001
712196;369216329989;7000;5562;200;48;13;35;17;31/12/2009;17/01/2014;P001
713133;669217620120;51040;39666;583;180;63;117;11,5;11/11/2005;30/11/2020;H002
713134;669217620120;12760;10063;900;30;10;20;11,5;11/11/2005;30/11/2020;H002
700115;869204821421;3262;990;207;18;16;2;18;19/12/2006;19/12/2008;P001
705435;369229371221;4000;3627;424;10;1;9;12,5;21/01/2011;30/11/2011;P001
705459;369202304694;15500;6081;385;60;42;18;18;11/08/2007;22/08/2012;P001
710045;969220930300;3000;1142;154;24;19;5;22,9;06/02/2008;28/02/2010;P001
710354;269229251921;38636;28336;944;58;21;37;16;30/03/2009;03/03/2014;V001
709691;669212622862;3000;1954;156;23;9;14;20,15;30/04/2010;18/04/2012;P001
702408;169231182622;3000;1429;299;11;6;5;20,15;21/07/2010;02/07/2011;P001
704092;969207986966;300000;282864;3129;180;21;159;9,75;14/05/2009;24/05/2024;H001
703768;769204718588;100000;100000;101991;1;0;1;24;17/12/2010;19/09/2011;C001
710538;669231685365;29069;24507;640;60;12;48;11,99;05/02/2010;05/02/2015;V001
712038;769214743523;7000;4838;221;42;16;26;17;21/09/2009;17/04/2013;P001
708503;469229497257;9000;7845;249;48;8;40;15,5;23/06/2010;23/06/2014;P001
711922;769216784154;7000;4936;201;48;18;30;17;23/07/2009;17/08/2013;P001
705111;869212887917;30000;29110;699;60;3;57;14,5;08/11/2010;23/11/2015;P001
705430;69235063153;2500;1947;239;12;4;8;27;19/10/2010;31/10/2011;P001
697510;369122385505;24070;15077;701;48;29;19;19;01/02/1996;11/01/2000;V001
698621;969219923213;123750;107726;1382;179;46;133;11;21/03/2007;04/03/2022;H001
700812;869207830950;224750;222128;2061;239;8;231;9,5;31/05/2010;15/05/2030;H001
711698;469215460960;5000;1957;177;36;24;12;17;26/01/2009;17/02/2012;P001
702631;369095362052;6500;4430;234;35;13;22;16,99;15/12/2009;05/12/2012;P001
703226;69102021911;2860;2780;186;23;6;17;53;22/11/1999;10/11/2001;P001
705278;69219094274;2000;1497;201;11;4;7;21,9;25/10/2010;03/10/2011;P001
710420;169212140170;56652;38222;1581;48;19;29;16;03/07/2009;03/07/2013;V001
712339;269107273163;27260;1090;370;120;118;2;11;05/04/2001;05/04/2011;H001
701361;669226681621;20000;15133;561;35;9;26;10;19/04/2010;15/04/2013;P001
698198;369210394624;4000;3399;251;18;4;14;16,9;26/10/2010;26/04/2012;P001
700265;969228933483;25000;7780;1037;30;23;7;18,9;31/03/2009;30/09/2011;P001
703148;669232656026;92800;90396;1954;60;3;57;9,9;30/11/2010;30/11/2015;H001
709605;169226194014;5050;1934;174;36;24;12;15,5;26/02/2009;29/02/2012;P001
712377;669109682242;182700;111853;1931;192;112;80;10,5;22/10/2001;22/10/2017;H001
708374;169216188788;14000;421;427;36;35;1;17,9;11/03/2008;21/03/2011;P001
698795;169229144754;5600;5414;281;24;1;23;19,5;25/01/2011;30/01/2013;P001
703840;469206467647;72500;61445;1031;120;30;90;12,25;28/08/2008;28/08/2018;H001
703888;469206467647;50000;48176;1874;35;2;33;19,9;18/11/2010;04/11/2013;P001
704957;969218909809;56075;41922;610;144;57;87;11,75;29/05/2006;30/05/2018;H001
701273;169214127777;25635;25635;415;60;2;58;5;18/12/2008;15/12/2015;P001
711890;69215035555;5000;2677;177;36;19;17;17;03/07/2009;17/07/2012;P001
702532;269219251611;93800;65465;1273;120;51;69;11;17/11/2006;30/11/2016;H001
705530;869220850840;3015;1436;300;11;6;5;20,15;27/07/2010;15/07/2011;P001
699440;169210115785;3000;2308;278;12;4;8;21,9;30/10/2010;31/10/2011;P001
702455;169219122592;200000;188837;7958;30;2;28;14,9;15/12/2010;17/06/2013;C001
704833;869216804344;6000;1453;221;36;32;4;21;12/02/2008;28/02/2011;P001
710626;569233579889;29135;25843;512;59;7;52;8,25;17/06/2010;05/06/2015;V001
706814;669223683613;5000;2474;208;35;25;10;30;23/11/2007;02/11/2010;P001
709168;369216380540;56197;22182;1123;59;38;21;6,9;08/11/2007;02/11/2012;V001
713475;969202924064;73210;68536;825;240;51;189;12,9;25/10/2006;22/11/2026;H003
713476;969202924064;12919;11522;896;40;8;32;12,9;25/10/2006;22/11/2026;H003
698249;669200623463;9750;2650;361;39;32;7;26;10/06/2008;01/10/2011;P001
711234;369201380280;34853;33298;1099;36;2;34;8,25;01/12/2010;23/12/2013;V001
710806;969221925785;3120;158;161;24;22;2;22,9;03/04/2009;03/04/2011;P001
697714;169121199769;867100;843184;6604;204;11;193;8;04/03/2010;20/03/2027;H001
699004;469137431771;157500;152391;1620;180;12;168;9,5;24/02/2010;24/02/2025;H001
697676;169121199769;37700;6566;972;48;41;7;11,25;07/09/2007;20/09/2011;P001
709406;969067936066;3620;2119;180;24;15;9;18,99;09/10/2009;09/10/2011;P001
698092;69217023233;6132;1707;228;35;27;8;20;21/10/2008;05/10/2011;P001
706537;469232470310;15000;12959;779;24;4;20;24;12/10/2010;12/10/2012;P001
706538;469232470310;51100;49040;2080;36;3;33;28;02/11/2010;02/12/2013;C001
706544;469232470310;30000;30000;30618;1;0;1;30;28/12/2010;28/03/2011;C001
709116;569200575075;45000;24624;1036;48;29;19;13,5;16/01/2008;28/01/2012;P001
700033;69006039619;31350;30672;1082;36;2;34;15,5;30/12/2010;30/12/2013;P001
699990;69006039619;408750;358695;4907;180;49;131;12,5;26/01/2007;26/01/2022;H001
700009;69006039619;40000;32467;1358;36;9;27;14,15;06/05/2010;30/05/2013;P001
703158;769145772972;10672;10598;290;60;1;59;23;18/01/2011;22/01/2016;P001
709431;769220753933;21000;2209;566;47;43;4;12,9;19/06/2007;05/06/2011;P001
699402;969200918518;6500;4738;500;18;3;15;53;03/06/1999;03/12/2000;P001
701779;269118258698;62000;44678;1408;60;21;39;13,49;08/05/2009;22/05/2014;P001
704037;869219804324;68795;43344;1459;60;27;33;10,25;06/11/2008;06/11/2013;V001
711579;269215280220;7000;3496;200;48;28;20;17;27/09/2008;17/10/2012;P001
711429;869220869699;7000;1695;202;48;39;9;18;16/11/2007;17/11/2011;P001
713839;569223577477;9000;7093;327;35;9;26;17,9;14/04/2010;08/04/2013;P001
699520;969055933873;10000;9344;289;48;5;43;17,5;03/09/2010;29/09/2014;P001
703321;869223802992;36000;19940;616;59;19;40;13,49;26/06/2009;22/06/2014;P001
705408;369221398058;15000;8281;558;35;18;17;19,9;13/08/2009;01/08/2012;P001
705412;369221398058;40003;33609;810;59;12;47;7,49;19/02/2010;01/02/2015;V001
711990;669230633683;6000;4342;172;48;17;31;17;24/08/2009;17/09/2013;P001
708795;69209046776;1000;711;85;11;4;7;21,9;19/10/2010;03/10/2011;P001
709717;769141750240;54272;40565;1694;42;14;28;16,9;24/06/2009;30/06/2013;P001
711434;569216561831;5000;618;160;42;38;4;18;01/12/2007;17/06/2011;P001
701267;69212001301;9000;4270;194;48;27;21;10;07/11/2008;15/11/2012;P001
702696;169205108488;51330;29267;6908;10;5;5;11,75;19/03/2008;30/03/2013;V001
702708;169205108488;50000;18798;0;3;2;1;25;24/12/2008;30/07/2011;C001
702717;169205108488;20000;13664;830;30;11;19;18,9;07/09/2009;30/09/2012;P001
702751;169205108488;65000;65000;0;2;0;2;24;27/12/2010;30/11/2012;C001
707929;669218612752;10000;2907;996;11;2;9;17,5;16/11/2010;10/11/2011;P001
708299;469220411941;8000;4591;336;24;15;9;16,9;07/08/2007;07/08/2009;P001
708357;569224595195;6000;4220;297;24;8;16;18,15;07/06/2010;30/06/2012;P001
713202;769201772552;50750;41084;536;180;61;119;10;20/01/2006;30/01/2021;H001
699519;169223145055;10000;8554;516;23;5;18;17,9;23/08/2010;10/08/2012;P001
714354;569075569009;4059;491;259;24;24;0;55,54;22/09/1995;11/09/1997;P001
703008;369214340990;33227;20144;1223;35;17;18;19;23/09/2009;01/09/2012;P001
709126;669219645085;4000;731;250;18;16;2;16;27/10/2009;28/04/2011;P001
712663;769208755415;159500;28092;2278;101;88;13;9,5;23/10/2003;25/03/2012;H001
700600;569211531521;20000;3984;1032;23;19;4;18,9;23/06/2009;17/06/2011;P001
704083;169217140090;6120;1818;634;11;10;1;30;16/08/2008;01/08/2009;P001
705091;569215556196;15000;13455;544;36;6;30;18,9;17/08/2010;02/09/2013;P001
710450;569230565445;34110;27990;833;58;17;41;16;19/08/2009;01/08/2014;V001
707778;969028912392;15872;14482;355;71;11;60;18;31/03/2010;01/03/2016;P001
712226;569216510170;7000;5705;201;48;12;36;17;23/01/2010;17/02/2014;P001
711042;769201755865;20000;18845;743;35;3;32;18,9;13/10/2010;02/10/2013;P001
699636;469207402572;20000;13577;779;35;15;20;23;13/11/2009;01/11/2012;P001
705143;69211039689;130500;8587;2189;84;80;4;10;21/05/2004;21/06/2011;C001
705153;69211039689;112810;34406;2255;59;43;16;6,9;20/06/2007;15/06/2012;V001
704435;669219697957;77040;66594;804;180;45;135;9,75;14/05/2007;14/05/2022;H001
714414;569223548758;3000;1033;157;23;20;3;21;17/03/2008;02/03/2010;P001
699319;469222452982;950;207;37;35;30;5;22,9;06/08/2008;01/08/2011;P001
697945;969204938378;129972;129972;1393;239;1;238;11,99;21/12/2010;02/12/2030;H001
701569;569215541291;60000;15385;1274;31;18;13;13,49;11/08/2009;11/03/2012;P001
702516;569204510460;38460;32033;399;240;75;165;11,5;08/11/2004;29/11/2024;H002
702517;569204510460;9616;8129;617;40;12;28;11,5;08/11/2004;29/11/2024;H002
704214;169116174174;38135;12716;803;60;43;17;9,9;09/07/2007;30/07/2012;V001
707914;769069785335;5000;3494;322;18;6;12;20,9;05/08/2010;10/02/2012;P001
707403;69069057907;12091;11179;473;32;3;29;18,15;21/07/2010;25/07/2013;P001
698597;869205886436;3190;2366;196;18;5;13;13,9;29/09/2010;29/03/2012;P001
697843;769063702252;2175;1337;208;12;10;2;29;23/09/1997;30/09/1998;P001
714394;269221226036;7200;4070;259;36;18;18;18,9;05/08/2009;30/08/2012;P001
697953;669206607587;12000;1275;438;36;33;3;20;09/05/2008;09/05/2011;P001
699411;269207286716;110000;104842;988;239;28;211;9,2;11/09/2008;05/09/2028;H001
703273;369135300250;5620;5314;231;30;5;25;17,9;18/03/2008;30/09/2010;P001
702905;69046074574;290000;38518;4022;108;99;9;9,9;29/11/2002;29/11/2011;H001
702908;69046074574;87000;7772;1997;60;57;3;14;19/05/2006;19/05/2011;C001
702910;69046074574;110000;36825;2524;60;45;15;14;01/06/2007;01/06/2012;P001
702835;169207178038;1826;195;50;47;43;4;13,9;27/06/2007;11/06/2011;P001
707312;469226414464;8500;7604;315;35;5;30;18,9;23/08/2010;12/08/2013;P001
708269;169210180290;296621;296621;2743;215;1;214;8,99;23/12/2010;05/12/2028;H001
713666;469228496546;900;882;34;36;5;31;22,9;23/06/2009;30/06/2012;P001
712989;769212724954;49300;34319;657;143;69;74;12,75;30/05/2005;01/05/2017;H001
708203;169212101701;7000;984;254;35;31;4;17,9;24/06/2008;08/06/2011;P001
698445;869215885355;12100;10614;349;48;8;40;18,15;02/06/2010;02/06/2014;P001
699904;869100883723;4120;3235;209;24;9;15;21;20/06/2005;30/06/2007;P001
704798;969224913403;8000;7797;419;23;1;22;19,5;10/12/2010;03/12/2012;P001
708518;769228755575;8000;6190;244;60;22;38;30;01/04/2009;30/04/2014;P001
710909;469220493473;9900;4312;368;35;22;13;19,9;17/03/2009;16/03/2012;P001
699527;169222104804;55500;55331;518;240;2;238;9,79;09/12/2010;30/12/2030;H004
699531;169222104804;12500;12500;714;40;0;40;9,79;09/12/2010;30/12/2030;H004
698159;769131703203;2700;1024;278;12;12;0;50;30/12/1997;25/12/1998;P001
705948;69223094794;48728;8319;1227;48;41;7;9,9;19/09/2007;30/09/2011;V001
705197;369066313203;1500;515;264;6;6;0;19,9;13/04/2010;13/10/2010;P001
698399;69039025445;2500;1180;107;28;17;11;15,99;15/09/2009;25/01/2012;P001
706167;769205742822;20000;10281;1006;23;12;11;15,9;15/01/2010;06/01/2012;P001
706608;69117082422;30000;15104;701;60;35;25;14,9;14/03/2008;20/03/2013;P001
712894;669141690590;221699;154196;2400;162;74;88;9,5;09/12/2004;15/06/2018;H001
704940;769204711591;130500;85779;1423;168;85;83;10;22/01/2004;30/01/2018;H001
697457;469231412632;3000;2708;159;23;3;20;20,9;18/10/2010;15/10/2012;P001
713886;169220195165;14350;13354;657;35;5;30;40;29/09/2010;01/09/2013;P001
701956;769205797457;165735;164383;1620;240;7;233;10,5;20/07/2010;22/07/2030;H001
713399;969203962702;107250;96344;950;240;54;186;9;04/08/2006;30/08/2026;H001
711018;869226851201;3020;1737;96;24;6;18;20,9;02/08/2010;15/08/2012;P001
711544;269203270750;8000;4968;197;60;29;31;17;21/08/2008;17/09/2013;P001
712388;169212173993;26100;4138;402;120;110;10;14,5;21/12/2001;21/12/2011;H001
711835;569205593493;7000;3558;248;36;20;16;17;29/05/2009;17/06/2012;P001
700294;169207115885;18850;17748;719;35;5;30;22;19/09/2003;05/09/2006;P001
707185;969203984854;4800;1656;216;47;16;31;53;26/07/1999;05/07/2003;P001
707187;969203984854;5000;3947;523;12;9;3;53;10/03/2000;10/03/2001;P001
698946;469229498248;2050;1573;76;35;11;24;19,9;24/02/2010;17/02/2013;P001
698730;269130226586;2150;1321;107;36;20;16;53;28/11/1997;12/11/2000;P001
699144;369107300820;132750;131196;1329;240;9;231;10,9;31/05/2010;31/05/2030;H001
709288;369216306746;189000;182732;1963;240;26;214;11,5;19/12/2008;19/12/2028;H001
711474;69215010090;5000;515;176;36;33;3;17;15/05/2008;17/05/2011;P001
701932;69203062662;85000;83978;910;240;12;228;12;03/02/2010;28/02/2030;H001
699467;169123128068;318891;317308;2936;227;4;223;9,25;23/09/2010;03/09/2029;H001
706353;269214284334;85782;12041;2046;48;42;6;6,9;06/08/2007;06/08/2011;V001
706337;269214284334;87000;57942;944;180;93;87;10,5;30/05/2003;30/05/2018;H001
706454;269214284334;84000;80742;2004;59;4;55;14,9;21/09/2010;15/09/2015;P001
706475;269214284334;75000;75000;2663;35;0;35;15,5;31/01/2011;15/01/2014;P001
714436;169126155315;55000;46657;1465;48;9;39;13,15;31/05/2010;31/05/2014;P001
714440;169126155315;141820;141068;1400;300;8;292;11,5;30/06/2010;30/06/2035;H001
697744;669200634774;3580;127;129;36;35;1;19;19/03/2008;30/03/2011;P001
697745;669200634774;65000;59243;644;180;34;146;11,75;16/04/2008;30/04/2023;H001
702927;969212956416;37000;24964;840;60;24;36;13,5;24/02/2009;28/02/2014;H001
704658;569227569339;100000;100000;2417;59;0;59;15,5;25/02/2011;22/02/2016;P001
709708;169216166906;3500;3177;239;18;6;12;30;17/03/2008;17/09/2009;P001
711268;869220805055;20706;20439;427;59;2;57;8,25;28/12/2010;01/12/2015;V001
710076;269222230540;1500;571;77;24;19;5;22,9;30/04/2008;30/04/2010;P001
699309;269218203653;10000;5775;261;48;26;22;11,9;11/07/2007;28/07/2011;P001
700424;269233236656;3000;1293;112;22;9;13;23,15;19/05/2010;30/03/2012;P001
706382;269214276776;69325;46943;1590;60;25;35;13,99;16/01/2009;16/01/2014;V001
706417;269214276776;232000;228626;2238;240;12;228;10,3;01/03/2010;01/03/2030;H001
711649;69222033493;9000;5973;220;60;26;34;17;10/12/2008;17/12/2013;P001
705463;769205785025;44000;37411;560;144;38;106;11,75;07/12/2007;30/12/2019;H001
698825;769208757077;146160;113770;1890;120;38;82;9,75;03/12/2007;03/12/2017;H001
697889;869019895965;268888;261028;2273;180;9;171;8,75;20/05/2010;20/05/2025;H001
712003;669228677757;7000;5050;200;48;17;31;17;31/08/2009;17/09/2013;P001
697739;769079713383;12000;12000;733;18;0;18;12,5;14/02/2011;20/08/2012;P001
714391;169212178388;94000;40662;3458;35;22;13;18,9;18/03/2009;15/03/2012;P001
704675;869220824904;1020;267;137;8;7;1;20,15;06/07/2010;30/03/2011;P001
704684;869220824904;3600;3374;338;12;2;10;21,9;06/12/2010;30/12/2011;P001
698392;969204996926;7183;4984;435;23;10;13;41,35;05/01/2009;01/01/2011;P001
711070;769225718308;8000;7347;462;18;2;16;19,5;10/12/2010;18/06/2012;P001
712279;369215322882;7000;5582;221;42;11;31;17;24/02/2010;17/09/2013;P001
698963;669224622982;7214;7060;188;59;3;56;19,5;22/10/2010;19/10/2015;P001
708818;569222503613;12120;8715;349;48;17;31;17,99;29/09/2009;30/09/2013;P001
708826;269208296076;156346;116949;4949;36;11;25;8,9;31/03/2010;31/03/2013;V001
708827;269208296076;50750;35809;2528;24;8;16;19;28/06/2010;28/06/2012;P001
708838;569222503613;55500;54268;1328;59;3;56;15,5;29/11/2010;02/11/2015;P001
712266;669218681331;7000;5380;219;42;12;30;17;17/02/2010;17/08/2013;P001
712617;269208296076;95700;50170;1025;144;91;53;11,25;08/07/2003;30/07/2015;H001
705353;669222624564;12000;4488;447;35;24;11;20;30/01/2009;25/01/2012;P001
698352;169065113503;8279;5905;379;35;16;19;40;02/10/2009;01/10/2012;P001
697491;269215246366;5000;3870;480;12;7;5;30;05/04/2004;05/04/2005;P001
712089;369212390020;5000;3239;178;36;15;21;17;22/10/2009;17/11/2012;P001
698728;369225365585;12500;12500;489;35;0;35;22,9;04/01/2011;02/01/2014;P001
703415;469212414854;13000;12271;384;48;4;44;19,5;06/10/2010;10/10/2014;P001
701706;569142501311;120001;116469;1100;239;19;220;9,5;26/06/2009;15/06/2029;H001
706656;369201333823;10000;4763;512;23;14;9;16,99;17/11/2009;05/11/2011;P001
704992;669221632862;43500;21271;1028;60;37;23;15,5;31/01/2008;31/01/2013;C001
701848;769088734534;120000;75632;2919;60;29;31;17;11/09/2008;26/09/2013;P001
703412;769115745055;25000;23571;698;47;4;43;14,5;30/09/2010;23/09/2014;P001
703997;169216133953;188500;188004;1830;239;6;233;10,3;14/07/2010;02/07/2030;H001
704005;169216133953;35000;34017;906;59;3;56;19,5;25/10/2010;02/10/2015;P001
713382;469101460540;217500;195817;1682;240;55;185;9,25;17/07/2006;17/07/2026;H001
714201;469101460540;22330;9222;456;60;41;19;16;21/09/2007;24/09/2012;P001
698812;969226923673;2500;2127;233;12;3;9;21,9;23/11/2010;30/11/2011;P001
705597;669217698368;34452;29635;358;240;65;175;11,5;28/09/2005;30/09/2025;H002
705598;669217698368;8613;7525;550;40;10;30;11,5;28/09/2005;30/09/2025;H002
706258;369216319469;49300;24293;669;120;76;44;11;22/10/2004;22/10/2014;H001
710313;369228354814;34592;23232;844;58;25;33;16;23/12/2008;01/12/2013;V001
708295;169221102822;30000;28795;862;48;3;45;17,5;17/11/2010;01/12/2014;P001
710195;169221102822;22592;12514;399;60;30;30;8,9;06/08/2008;20/08/2013;V001
700251;369216360890;104400;83311;1216;144;44;100;9,75;02/06/2007;02/06/2019;H001
703428;369216360890;28808;24435;1734;18;3;15;9,75;05/11/2010;30/05/2012;V001
706010;569208534894;20000;9326;990;23;13;10;13,99;16/12/2009;02/12/2011;P001
710697;69136084904;4611;4611;174;36;4;32;23;25/08/2005;25/08/2008;P001
697855;269224299819;23925;5533;571;48;38;10;6,9;11/12/2007;11/12/2011;V001
704175;269130243163;11600;5435;597;24;17;7;23;09/07/2004;09/07/2006;P001
710682;469200472492;10000;1136;580;10;8;2;18,15;16/06/2010;24/04/2011;P001
714567;469214431101;192000;185225;2088;179;15;164;10,5;20/11/2009;01/11/2024;H001
698966;369230364744;3600;3547;135;36;1;35;21,9;07/01/2011;17/01/2014;P001
711011;169232118248;2700;405;410;7;6;1;20,15;22/07/2010;06/03/2011;P001
713773;69221093023;12800;8017;456;35;15;20;15,99;26/10/2009;02/10/2012;P001
705881;669206622912;15750;15750;366;60;0;60;14,5;15/02/2011;22/02/2016;P001
713153;869131896846;46400;35838;530;180;63;117;11,5;25/11/2005;30/11/2020;H002
713154;869131896846;11600;9120;815;30;10;20;11,5;25/11/2005;30/11/2020;H002
710367;569076598308;36656;26903;895;58;20;38;16;23/04/2009;02/04/2014;V001
700888;369213384704;32000;14348;742;60;38;22;14,5;13/12/2007;22/12/2012;P001
701752;169230115455;17500;14669;638;35;7;28;18,15;28/06/2010;02/06/2013;P001
713854;569215509829;10350;8455;385;35;8;27;19,9;04/05/2010;03/05/2013;P001
702099;669215695445;6500;5170;232;36;9;27;18,15;06/05/2010;30/05/2013;P001
703457;369221390600;20000;19948;496;60;1;59;17,5;10/01/2011;01/02/2016;P001
704000;969215930940;26000;22664;710;44;4;40;14,5;01/10/2010;23/06/2014;P001
708385;369200304364;15000;12130;431;48;12;36;17,9;04/02/2010;05/02/2014;P001
714389;69208018028;7000;1616;244;37;31;6;17,9;04/07/2008;30/08/2011;P001
698008;269209205065;146000;139131;1661;180;18;162;11,5;20/08/2009;30/08/2024;H001
702248;969205962502;58006;46087;663;180;58;122;11,5;18/04/2006;30/04/2021;H002
702249;969205962502;14500;11788;1021;30;9;21;11,5;18/04/2006;30/04/2021;H002
702441;969205962502;55187;53135;1161;60;3;57;9,75;16/11/2010;25/11/2015;V001
702620;269227234964;20000;6963;631;35;25;10;18,9;18/12/2008;05/12/2011;P001
705697;69221062662;21747;6761;902;30;22;8;18,9;16/04/2009;30/10/2011;P001
706525;169115199119;3000;3000;278;12;1;11;21,9;27/01/2011;27/01/2012;P001
713072;569217586926;56840;31555;786;120;65;55;11,5;02/09/2005;30/09/2015;H002
713073;569217586926;14210;8526;1217;20;10;10;11,5;02/09/2005;30/09/2015;H002
712920;769216719209;40565;34005;421;240;73;167;11,5;26/01/2005;31/01/2025;H002
712921;769216719209;10141;8543;647;40;12;28;11,5;26/01/2005;31/01/2025;H002
714069;969205951841;1500;1034;139;12;4;8;21,9;09/10/2010;10/10/2011;P001
713237;369058346516;756900;466218;9499;120;59;61;9;06/03/2006;17/03/2016;H001
703147;869207888018;3000;2800;159;23;2;21;21,9;23/11/2010;05/11/2012;P001
706425;669096667377;217500;198746;0;6;1;5;12,9;31/03/2010;31/05/2013;C001
704615;169208173193;33785;13586;702;60;40;20;9,25;29/10/2007;30/10/2012;V001
704930;669236647277;31623;31623;666;60;0;60;9,75;14/02/2011;29/02/2016;V001
708817;269222245275;26000;14839;750;36;17;19;13,5;16/09/2009;17/09/2012;P001
708833;269222245275;16000;14126;535;36;5;31;12,99;27/09/2010;30/09/2013;P001
706457;669096667377;70000;70000;70794;1;0;1;14;15/10/2010;31/05/2011;C002
709068;569225513113;158340;158218;1500;300;2;298;10,9;20/12/2010;20/12/2035;H001
703431;169219179829;10120;9468;376;35;2;33;19,5;26/11/2010;04/11/2013;P001
698785;669083614794;2640;1601;244;12;6;6;20,9;31/08/2010;31/08/2011;P001
706470;669209691381;5000;4831;255;24;1;23;21,9;03/01/2011;03/01/2013;P001
697648;69222021541;152700;145221;1173;239;27;212;9,2;10/10/2008;05/10/2028;H001
711269;69214044644;49706;48352;1010;60;2;58;8,25;29/12/2010;30/12/2015;V001
713848;369229300250;988;204;107;11;10;1;41;21/04/2010;01/04/2011;P001
708185;669223620590;25000;25000;742;45;4;41;16,9;01/10/2007;01/10/2011;P001
712213;169210183833;7000;5526;199;48;13;35;17;15/01/2010;17/01/2014;P001
710839;269042235515;3322;3278;110;47;5;42;26,82;30/03/2001;01/03/2005;P001
702070;669201607037;59400;54283;587;180;32;148;11,75;03/06/2008;30/06/2023;H001
704248;969203964524;3500;360;123;36;33;3;17;26/05/2008;28/05/2011;P001
710517;469218435915;37586;30230;776;60;14;46;8,99;14/12/2009;20/12/2014;V001
712034;69216012212;7000;4842;222;42;16;26;17;19/09/2009;17/04/2013;P001
698580;669233672802;11750;10354;350;48;8;40;20,15;21/06/2010;21/06/2014;P001
704672;869229822122;2000;709;184;12;8;4;20,15;14/06/2010;30/06/2011;P001
