CONTRATO;CODIGO;DESEMBOLSO;SALDO_REAL;MONTO_CUOTA;NUMERO_CUOTAS;CUOTAS_PAGADAS;CUOTAS_PENDIENTES;TASA;FECHA_ALTA;FECHA_VENCIMIENTO;COD_PRODUCTO
710161;969207979869;31663;19953;773;58;30;28;16;07/07/2008;01/07/2013;V001
697689;769215711111;20000;9227;535;47;28;19;12,5;25/09/2008;20/09/2012;P001
711010;169111154464;251477;249123;2305;240;7;233;9,5;21/07/2010;30/07/2030;H001
711017;169111154464;10000;6005;234;38;7;31;15,5;30/07/2010;30/09/2013;P001
703870;869232890980;3000;1497;198;17;9;8;16,9;27/04/2010;22/10/2011;P001
704360;369232326446;4000;3387;274;17;4;13;21,9;26/10/2010;02/04/2012;P001
707915;769222794944;2000;1223;186;12;6;6;20,9;11/08/2010;25/08/2011;P001
713465;269212247567;177120;160206;1570;239;51;188;9;20/10/2006;19/10/2026;H001
714176;69220075245;121673;120790;1106;240;6;234;9,39;09/08/2010;30/08/2030;H004
714177;69220075245;12500;12396;695;40;1;39;9,39;09/08/2010;30/08/2030;H004
700886;269212247567;20300;3303;576;48;43;5;17;30/07/2007;30/07/2011;P001
710888;869212892662;655500;559807;5288;169;32;137;7,9;18/06/2008;30/07/2022;H001
713496;769219770100;43758;31361;637;120;51;69;12,9;10/11/2006;17/11/2016;H003
713497;769219770100;7723;5174;692;20;8;12;12,9;10/11/2006;17/11/2016;H003
700326;969140916296;39050;22512;930;60;31;29;15,9;25/07/2008;27/07/2013;P001
709959;569230550450;36277;36277;1088;48;1;47;20;11/01/2011;30/01/2015;P001
712066;569217565185;7000;4789;219;42;16;26;17;14/10/2009;17/04/2013;P001
698792;869207812032;17450;16898;445;60;3;57;19,5;29/11/2010;30/11/2015;P001
712520;669211691371;9860;6041;697;30;16;14;11,5;06/02/2003;28/02/2018;H002
711275;69236004524;23829;23829;522;59;0;59;10,75;04/01/2011;04/01/2016;V001
701794;669204647717;10000;7459;628;18;5;13;16,9;10/09/2010;12/03/2012;P001
706419;669226685415;11000;9994;316;48;9;39;17,9;28/04/2010;28/04/2014;P001
707767;169205158918;43428;33667;1136;48;15;33;11,9;10/11/2009;22/11/2013;P001
707832;169205158918;2791;2791;295;11;0;11;35;22/02/2011;01/02/2012;P001
712333;169205158918;73486;43106;896;180;119;61;11;16/03/2001;16/03/2016;H001
698780;169232192022;10000;5840;625;18;9;9;16,15;19/05/2010;30/11/2011;P001
700883;969151934174;14000;4290;297;60;46;14;18;19/04/2007;22/04/2012;P001
704919;669129611891;95500;94759;868;240;5;235;9,39;27/09/2010;30/09/2030;H004
704920;669129611891;12500;12500;695;40;0;40;9,39;27/09/2010;30/09/2030;H004
706845;169136120990;8000;6362;285;36;10;26;17,9;05/04/2010;30/04/2013;P001
711156;269217204594;5189;3359;495;11;4;7;9,99;29/09/2010;02/09/2011;V001
697618;669211640900;52000;51985;1258;59;1;58;15,5;31/12/2010;30/12/2015;P001
700486;769217725825;111510;99487;1119;179;35;144;9;26/02/2008;10/02/2023;H001
702299;469206481771;75000;62653;1052;119;31;88;11,75;31/07/2008;01/07/2018;H001
705873;669102695475;20000;19168;676;36;2;34;13,5;03/12/2010;16/12/2013;P001
701912;669224684174;3850;3010;145;36;13;23;22,9;11/07/2008;30/07/2011;P001
706759;369233325775;2000;1870;109;24;2;22;30;30/12/2010;31/12/2012;P001
700872;569218573743;45000;38325;2312;23;5;18;18;24/09/2010;03/09/2012;P001
710075;969222997097;4800;3703;149;48;19;29;22,9;29/04/2008;30/04/2012;P001
710627;69226056326;91592;83824;1875;59;7;52;7,99;22/06/2010;10/06/2015;V001
711421;869217847457;5000;1085;144;48;40;8;18;15/10/2007;17/10/2011;P001
697290;69226056326;142000;132064;3462;59;8;51;16,5;09/06/2010;01/06/2015;P001
714579;269028239019;10000;9601;680;17;1;16;19,5;29/12/2010;25/06/2012;P001
698363;469207400300;3830;2684;248;18;6;12;20,9;10/08/2010;15/02/2012;P001
700769;769138768788;10065;7760;358;36;11;25;17,9;31/03/2010;31/03/2013;P001
700501;69210010180;43655;32738;1177;59;21;38;22;11/05/2009;01/05/2014;P001
711467;69214035635;5000;525;180;36;33;3;18;26/04/2008;17/05/2011;P001
713701;769207783003;6850;1804;922;8;6;2;18,9;12/08/2010;02/05/2011;P001
701790;469216457377;8500;6768;303;36;9;27;18,15;21/05/2010;21/05/2013;P001
705425;469218406346;110000;110000;112513;1;1;0;30;28/08/2010;28/02/2011;C001
703961;669210620630;3000;3000;153;24;0;24;21,9;23/02/2011;25/02/2013;P001
698210;969055965805;99661;83418;1053;180;54;126;10;14/08/2006;14/08/2021;H001
699716;769202764184;10000;4446;256;48;31;17;20;31/07/2008;31/07/2012;P001
698209;969055965805;45721;14900;849;71;54;17;10;14/08/2006;01/08/2012;P001
704512;969224938688;61335;58626;1950;36;2;34;8,8;07/12/2010;31/12/2013;V001
708964;769217746646;15100;5397;530;36;25;11;16,9;10/01/2009;10/01/2012;P001
710507;769209732452;17717;11195;579;35;15;20;9,45;26/11/2009;01/11/2012;V001
697297;69204002442;30000;27727;891;47;6;41;19;31/08/2010;01/08/2014;P001
708201;369221319419;5130;4687;178;36;8;28;30;08/05/2008;08/05/2011;P001
709915;269201208458;30325;10797;2814;12;12;0;22;24/08/2009;24/08/2010;C001
698550;569213590840;4054;1889;100;59;37;22;16,9;21/12/2007;21/12/2012;P001
702082;269112220050;768500;649612;11166;96;20;76;8,99;19/06/2009;19/06/2017;H001
705332;169211177717;15300;14728;392;60;4;56;19,5;07/10/2010;16/10/2015;P001
714348;969230981151;6000;3070;1054;6;3;3;19,5;03/11/2010;03/05/2011;P001
702704;969210949929;8000;2073;539;17;17;0;19,9;21/08/2008;05/02/2010;P001
710696;569217511771;2900;1482;149;24;17;7;23;16/08/2005;16/08/2007;P001
707545;269231295745;5700;5558;299;23;1;22;19,5;16/12/2010;10/12/2012;P001
708266;469215489999;11150;10843;598;23;1;22;22,9;20/12/2010;03/12/2012;P001
714127;169205127957;30000;28712;890;48;3;45;19,9;09/11/2010;10/11/2014;P001
709689;669110624904;77700;72504;1095;120;14;106;12;14/12/2009;30/12/2019;H001
709696;669110624904;5000;3107;542;10;5;5;16,9;11/09/2010;01/08/2011;P001
710893;69111005465;73800;63433;1035;119;29;90;11,75;12/08/2008;05/08/2018;H001
711572;969209953763;4750;2379;136;48;28;20;17;20/09/2008;17/10/2012;P001
702531;769210713263;40901;15754;417;98;51;47;11,75;17/11/2006;30/01/2015;H001
710390;269219279949;34502;25844;843;58;20;38;16;27/05/2009;01/05/2014;V001
713925;469218467887;85000;81324;3008;35;2;33;15,5;30/11/2010;05/11/2013;P001
698740;269222236316;97920;87687;1011;180;43;137;12,5;13/07/2007;25/07/2022;H001
702676;669218669069;291888;291888;2148;239;1;238;8,5;11/12/2010;10/12/2030;H001
700741;669202603403;1000;450;96;12;7;5;30;06/07/2010;06/07/2011;P001
704451;869108898208;10180;1464;378;34;30;4;17,9;17/06/2008;17/06/2011;P001
704643;569211575855;4000;3849;276;17;2;15;21,9;07/12/2010;01/06/2012;P001
710598;869118857997;25863;21755;652;48;9;39;9,99;11/05/2010;22/05/2014;V001
699659;769215790390;13000;12911;393;36;2;34;16;06/12/2010;30/12/2013;P001
706131;269216298488;24000;7756;444;96;76;20;16,9;06/10/2004;06/10/2012;H001
713078;469065482612;48720;41911;491;240;65;175;11;12/09/2005;30/09/2025;H002
713079;469065482612;12180;10678;757;40;10;30;11;12/09/2005;30/09/2025;H002
712573;269211231281;67280;42186;769;180;94;86;11,5;23/04/2003;30/04/2018;H002
712574;269211231281;16820;10823;1183;30;15;15;11,5;23/04/2003;30/04/2018;H002
705732;669230673203;8650;7932;327;35;4;31;20,9;28/09/2010;05/09/2013;P001
699614;769218756896;1000;524;92;12;6;6;20,9;21/08/2010;22/08/2011;P001
711125;269227297417;21969;20659;430;59;5;54;12,99;18/08/2010;05/08/2015;V001
711340;469137443943;159;159;11;18;3;15;26,9;27/09/2001;30/03/2003;P001
713282;669216665995;46400;36650;530;180;59;121;11,5;22/03/2006;31/03/2021;H002
713283;669216665995;11600;9425;816;30;9;21;11,5;22/03/2006;31/03/2021;H002
700390;269210227657;2620;1161;101;36;15;21;25;28/10/2008;28/10/2011;P001
701708;369141368788;30000;18231;1029;36;16;20;14,99;07/10/2009;17/10/2012;P001
710608;269233211031;9219;2050;695;12;9;3;11;17/05/2010;17/05/2011;P001
714220;369044365985;8120;7764;302;35;5;30;19,9;26/03/2009;01/03/2012;P001
710099;569218524484;950;104;36;36;33;3;22,9;27/05/2008;27/05/2011;P001
698232;869227857457;5001;4498;262;23;3;20;19,5;25/10/2010;18/10/2012;P001
706701;669217676006;4600;3787;168;36;8;28;20,15;17/06/2010;30/06/2013;P001
708293;969155923893;30000;28834;633;60;4;56;17,5;21/10/2010;30/10/2015;P001
711016;169209161261;1500;915;126;14;6;8;30;30/07/2010;02/10/2011;P001
713609;769092743403;162400;125091;2418;120;45;75;13,5;19/05/2007;25/05/2017;C001
701795;69224000700;4000;3148;204;24;4;20;21,9;30/10/2010;30/10/2012;P001
703943;369218331531;10000;7431;495;24;7;17;18,15;03/07/2010;15/07/2012;P001
708371;869217810550;2536;729;249;11;11;0;16,9;03/07/2007;05/07/2008;P001
712246;469220468488;4250;3447;121;48;12;36;17;03/02/2010;17/02/2014;P001
711188;569218516856;46348;19740;2902;9;2;7;8,99;16/11/2010;05/09/2011;V001
703065;869206851311;29000;9538;526;60;40;20;12;26/10/2007;26/10/2012;P001
704359;369213300790;75000;68065;2509;36;4;32;12,9;25/10/2010;30/10/2013;P001
706390;869220852392;56500;33823;1599;48;24;24;16,9;27/02/2009;27/02/2013;P001
706576;369204326426;40000;26868;545;119;55;64;11;26/06/2006;21/06/2016;H001
710389;469204448848;34502;25844;843;58;20;38;16;27/05/2009;01/05/2014;V001
709617;369206337247;8000;5846;373;24;7;17;11,5;16/07/2010;30/07/2012;P001
709695;869218825515;25000;19813;1669;17;4;13;16,9;10/09/2010;02/03/2012;P001
705013;169206135155;93000;86808;712;204;30;174;9,2;22/08/2008;30/08/2025;H001
699465;69214066296;204595;202170;1993;204;6;198;9,5;13/08/2010;13/08/2027;H001
702580;69235069559;12000;12000;767;18;0;18;19,5;16/02/2011;17/08/2012;P001
711430;369215373863;7000;1694;202;48;39;9;18;17/11/2007;17/11/2011;P001
711944;69214092142;7000;3936;247;36;18;18;17;07/08/2009;17/08/2012;P001
713688;69219017077;8650;6674;309;36;10;26;18,15;16/04/2010;24/04/2013;P001
704984;269209299689;249400;188770;3272;119;41;78;10;31/08/2007;15/08/2017;C001
698074;769232775085;128536;127911;1424;180;2;178;10,9;30/12/2010;30/12/2025;H001
714576;269229228518;3000;2200;156;23;7;16;20,15;25/06/2010;18/06/2012;P001
713618;969223964114;1500;1500;104;17;0;17;21,9;08/02/2011;01/08/2012;P001
710214;569205523913;30456;18486;744;58;29;29;16;21/08/2008;01/08/2013;V001
697940;669216691521;98350;87623;3483;35;5;30;14,9;24/08/2010;20/08/2013;P001
697995;569205523913;117660;88233;1579;119;43;76;10,5;08/06/2007;07/06/2017;H001
700518;669210674424;151060;147831;1674;180;9;171;10,9;27/05/2010;30/05/2025;H001
701986;869104897177;100000;98015;2397;59;2;57;15,5;29/11/2010;05/11/2015;P001
711029;869013868918;127000;119103;2826;60;5;55;12,5;10/09/2010;10/09/2015;P001
710857;869013868918;256000;222822;2196;180;41;139;9;11/09/2007;15/09/2022;H001
702430;369218369069;2500;2249;133;23;4;19;21,9;14/10/2010;01/10/2012;P001
703533;369230359149;6120;1610;343;23;18;5;30;20/07/2009;02/07/2011;P001
707031;869203855935;30000;19292;1510;23;9;14;15,9;15/04/2010;06/04/2012;P001
704087;969203936876;15000;8214;408;48;25;23;14,5;03/01/2009;22/01/2013;P001
703847;569103582642;148000;139772;1691;180;23;157;11,5;16/03/2009;30/03/2024;H001
704130;769227717457;10000;9192;457;27;3;24;18,9;12/10/2010;05/02/2013;P001
710959;669207678368;2600;1301;128;24;13;11;17,99;14/12/2009;02/01/2012;P001
701079;169200103553;15000;13422;531;36;5;31;16,9;01/09/2010;18/09/2013;P001
701601;469105401001;121800;119344;1281;180;8;172;9,9;01/06/2010;05/06/2025;H001
698983;969218992952;173900;156381;1530;180;33;147;9,5;14/05/2008;14/05/2023;H001
704104;269230251981;2000;1554;188;12;3;9;21,9;09/11/2010;30/11/2011;P001
710247;969223916776;2100;517;79;36;29;7;22,9;18/09/2008;30/09/2011;P001
713262;369207307187;59160;35769;803;120;59;61;11;02/03/2006;31/03/2016;H002
713263;369207307187;14790;9590;1241;20;9;11;11;02/03/2006;31/03/2016;H002
714057;669233670140;34000;12119;3155;12;8;4;22;22/06/2010;22/06/2011;C002
714073;669233670140;30000;30000;2808;12;0;12;22,9;21/02/2011;29/02/2012;C001
699180;569229511221;30667;21596;896;48;20;28;18,9;04/06/2009;05/06/2013;P001
705673;269206290500;98600;80684;1017;179;57;122;9,5;10/04/2006;03/04/2021;H001
711853;569213514744;7000;4624;199;48;20;28;17;12/06/2009;17/06/2013;P001
697845;169209138478;2302;1975;126;23;8;15;26,82;13/08/2004;01/08/2006;P001
701222;469008489219;11000;893;302;36;33;3;10;09/05/2008;15/05/2011;P001
703271;269217282422;3500;136;138;35;35;0;25;13/03/2008;01/03/2011;P001
705502;169214137547;10120;7597;369;36;11;25;19,9;11/03/2010;30/03/2013;P001
705885;269229213093;17000;7927;842;23;13;10;13,99;23/12/2009;02/12/2011;P001
706754;369232314924;4000;3831;254;18;2;16;17,5;15/12/2010;02/07/2012;P001
712194;369225362292;7000;5567;200;48;13;35;17;29/12/2009;17/01/2014;P001
711264;269229213093;43065;42555;880;59;1;58;7,8;23/12/2010;02/12/2015;V001
700297;69210020740;177480;166619;1736;239;41;198;10,5;26/09/2007;01/09/2027;H001
699758;569222536176;55000;52162;1341;60;5;55;16,9;17/09/2010;28/09/2015;P001
702210;669084611391;58000;4031;1222;84;45;39;20;21/05/1997;14/04/2004;P001
709974;669203689659;77256;16805;1595;60;49;11;9;03/01/2007;03/01/2012;V001
711540;869103896746;5000;1012;176;36;30;6;17;09/08/2008;17/08/2011;P001
710061;669203689659;27956;13563;604;59;34;25;10,49;25/03/2008;05/03/2013;V001
699485;269222271341;4000;2649;196;24;12;12;17,25;11/07/2008;30/07/2010;P001
704982;469202478228;20000;7650;478;60;42;18;16;04/08/2007;22/08/2012;P001
704465;669086678538;9750;8387;350;59;18;41;41;27/08/2009;01/08/2014;P001
708315;969212969069;18329;866;875;24;23;1;13,99;25/03/2009;25/03/2011;V001
701345;869216820040;80521;80521;1292;70;0;70;10;23/12/2009;30/12/2016;P001
707002;969216943493;12000;744;754;18;17;1;16,9;09/09/2009;30/03/2011;P001
709706;469222448198;5000;4055;341;18;6;12;30;07/12/2007;07/06/2009;P001
710706;669091674124;37700;3726;632;60;55;5;6,5;12/07/2006;15/07/2011;V001
712065;269215259509;5750;4238;164;48;16;32;17;10/10/2009;17/10/2013;P001
703183;969216943493;15000;1848;942;18;16;2;16,9;20/10/2009;30/04/2011;P001
707781;369223323333;14000;12471;280;60;10;50;14,9;16/04/2010;22/04/2015;P001
710883;369125385295;84535;44547;1900;60;34;26;12,99;18/04/2008;30/04/2013;V001
709862;169232169099;6000;5881;341;23;2;21;30;13/12/2010;03/12/2012;P001
710432;369230310820;47207;36731;1153;58;18;40;16;21/07/2009;01/07/2014;V001
699985;169224102992;7000;7000;262;35;0;35;19,5;17/02/2011;05/02/2014;P001
700992;369203396206;493911;487989;4766;179;5;174;8,25;27/08/2010;18/08/2025;H001
697659;869068826926;5200;3704;214;30;11;19;17,9;03/03/2010;22/09/2012;P001
698128;769225769589;64210;19839;2076;36;26;10;10,49;15/12/2008;15/12/2011;V001
699583;869040833773;10400;5757;360;47;27;20;30;31/10/2008;17/10/2012;P001
703523;269116227127;16000;1554;789;23;21;2;13,49;29/04/2009;22/04/2011;P001
709084;569228556856;6000;5760;211;36;7;29;30;15/01/2009;23/01/2012;P001
706186;969213903743;87000;82656;1896;60;4;56;11,5;12/10/2010;12/10/2015;H001
706190;969213903743;92800;89332;2014;60;3;57;11,3;05/11/2010;05/11/2015;H001
706196;969213903743;348000;204317;206090;1;1;0;11,75;31/12/2010;28/02/2011;C001
705186;769225702052;8000;7734;415;24;1;23;23,9;17/01/2011;17/01/2013;P001
711864;269214273453;9000;6952;222;60;19;41;17;18/06/2009;17/07/2014;P001
699750;769204745525;489143;381620;3520;237;12;225;9,25;23/11/2009;30/11/2029;H001
699759;769204745525;78300;73790;1733;60;5;55;12;10/09/2010;28/09/2015;P001
700845;269111226556;24650;4567;780;36;30;6;8,9;19/08/2008;19/08/2011;V001
702266;169202108838;16546;2042;417;47;42;5;8,99;27/07/2007;02/07/2011;V001
704532;969205958858;69571;30708;1468;60;38;22;10;27/12/2007;30/12/2012;V001
704533;969205958858;202500;182474;2256;180;38;142;11;27/12/2007;27/12/2022;H001
705275;169211127547;30000;28430;664;60;5;55;19,9;20/09/2010;30/09/2015;P001
704031;169208191451;63000;25846;1340;59;38;21;9,75;26/11/2007;10/11/2012;H001
701351;269005290360;24000;18839;519;48;12;36;10;08/02/2010;15/02/2014;P001
711417;869209857067;7000;1526;203;48;40;8;18;04/10/2007;17/10/2011;P001
714134;69223020440;7000;7000;364;23;0;23;19,5;22/02/2011;01/02/2013;P001
699359;169216124144;4350;4350;232;23;4;19;23;30/07/2004;15/07/2006;P001
704377;169146152962;15000;14718;374;59;3;56;17,5;24/11/2010;02/11/2015;P001
712725;969214914004;27840;18754;318;180;84;96;11,5;27/02/2004;28/02/2019;H002
712726;969214914004;6960;4686;489;30;14;16;11,5;27/02/2004;28/02/2019;H002
702706;469212408798;29853;9518;1011;36;27;9;13,99;26/11/2008;26/11/2011;V001
702731;469212408798;25000;9017;2365;12;8;4;26,5;02/06/2010;02/06/2011;C001
702739;469212408798;60000;60000;61329;1;0;1;27;14/10/2010;02/05/2011;C001
710869;369125385295;180000;168180;1593;240;36;204;9;04/02/2008;04/02/2028;H001
705533;69217004104;2015;1595;103;24;6;18;20,9;14/08/2010;31/08/2012;P001
711905;269230291321;7000;4324;220;42;19;23;17;11/07/2009;17/01/2013;P001
702295;569220599029;15500;1232;318;36;33;3;16,9;26/05/2008;31/05/2011;P001
703611;269225275865;73788;73718;780;239;2;237;11,75;11/11/2010;11/11/2030;H001
698828;369218315635;71456;61425;1606;60;12;48;13;26/06/2008;30/06/2013;V001
698829;369218315635;71456;63330;1606;60;12;48;13;26/06/2008;30/06/2013;V001
698935;169223178948;42486;18126;719;60;38;22;6,9;13/12/2007;24/12/2012;V001
697910;869223871991;10000;9394;377;36;3;33;22,9;13/11/2010;13/11/2013;P001
698308;169201192522;22000;18018;633;47;11;36;16,9;10/02/2010;05/02/2014;P001
703596;269225275865;65000;44789;2048;31;5;26;16,9;25/08/2010;10/04/2013;P001
710553;269223260160;37391;33243;914;58;9;49;16;09/03/2010;04/03/2015;V001
697523;369208325205;7000;2717;297;30;23;7;21;14/09/2007;30/03/2010;P001
706323;469225413733;10000;10000;424;35;0;35;30;08/01/2011;07/01/2014;P001
705992;869128837307;60000;42902;1418;60;22;38;15,5;02/04/2009;02/04/2014;P001
706013;869128837307;165000;159754;1720;180;13;167;9,75;22/01/2010;30/01/2025;H001
705977;869128837307;30000;5990;1042;36;30;6;16;25/07/2008;15/08/2011;P001
709310;769223734944;5655000;5481655;66437;143;8;135;9,85;26/05/2010;25/05/2022;C001
708968;969203980850;45000;37457;1009;60;13;47;12,9;28/01/2010;28/01/2015;P001
710127;669223606826;8562;3564;213;48;32;16;19;18/06/2008;30/06/2012;P001
713165;969203949969;41400;25513;564;119;62;57;11;19/12/2005;01/12/2015;H001
710307;469221402772;35687;27382;871;58;22;36;16;16/12/2008;01/12/2013;V001
712319;469200448878;101500;27660;644;180;125;55;11,5;18/09/2000;18/09/2015;H001
713707;169226169619;34600;9081;1200;36;28;8;15,9;23/10/2008;30/10/2011;P001
713683;69217023573;17800;14839;420;60;15;45;14,99;05/11/2009;30/11/2014;P001
704877;169233144204;35964;35964;755;60;0;60;9,49;02/02/2011;29/02/2016;V001
704321;969147901791;8000;5945;329;30;9;21;18,15;28/05/2010;30/11/2012;P001
698250;769218755935;8705;1486;310;36;32;4;17,9;17/06/2008;30/06/2011;P001
701340;769217764204;22000;7966;600;27;15;12;10;27/11/2009;29/02/2012;P001
707882;569207540840;74066;59591;1661;60;16;44;12,9;07/10/2009;30/10/2014;H001
710408;969229900580;34518;31763;843;58;11;47;16;18/06/2009;01/06/2014;V001
713702;769207783983;63553;62255;1336;59;2;57;8,9;29/11/2010;26/11/2015;V001
713596;69217090740;253750;82490;4625;65;45;20;14;02/05/2007;30/10/2012;C001
700105;669226661711;3000;871;299;11;8;3;20,15;18/05/2010;02/05/2011;P001
703737;769212729689;15000;13130;857;23;4;19;30;07/10/2010;01/10/2012;P001
710187;169224188658;3350;1593;104;48;31;17;22,9;25/07/2008;30/07/2012;P001
711498;969219903593;7000;2247;221;42;31;11;17;27/06/2008;17/01/2012;P001
713504;69201070510;139200;112358;1303;197;51;146;9,9;20/11/2006;20/04/2023;H001
698582;69201070510;88740;77969;3227;34;6;28;16;30/06/2010;17/06/2013;P001
702907;469207481821;49300;24641;644;120;74;46;10;06/12/2004;25/12/2014;H001
702822;869209842482;13000;10122;509;27;7;20;18,15;04/06/2010;03/10/2012;P001
707580;69122004984;20000;15157;710;35;10;25;15,9;31/03/2010;02/03/2013;P001
710194;669219683063;49180;27528;1036;60;30;30;9,9;06/08/2008;06/08/2013;V001
710715;669219683063;50547;7169;1055;60;53;7;9,5;15/09/2006;15/09/2011;V001
714566;269020263923;430000;419989;4198;240;17;223;10,5;02/09/2009;02/09/2029;H001
706036;169043166066;68400;60665;1535;60;9;51;12,9;28/05/2010;28/05/2015;H001
706049;169043166066;40000;36106;921;60;8;52;14,15;28/06/2010;28/06/2015;P001
707570;469228469979;19269;2990;608;35;24;11;6,9;09/01/2009;02/01/2012;V001
699094;569209524464;1500;483;101;17;12;5;19,9;23/01/2010;15/07/2011;P001
709940;769201773853;25000;23955;979;47;7;40;40;17/06/2010;02/06/2014;P001
713114;369110323703;232000;185011;2393;179;63;116;9,5;26/10/2005;02/10/2020;H001
714547;369110323703;21274;7659;1194;23;19;4;30;09/07/2009;01/07/2011;P001
707532;169218118268;6000;3250;296;24;12;12;17,9;17/02/2010;29/02/2012;P001
707541;869227862682;2500;2422;132;23;5;18;20,9;23/09/2010;03/09/2012;P001
709097;69213040280;5200;4930;154;48;4;44;19,5;09/10/2010;22/10/2014;P001
709917;169088136556;20300;14839;566;48;17;31;16;08/09/2009;30/09/2013;P001
699111;469216419359;15625;15625;1600;11;3;8;26,82;22/06/2005;01/06/2006;P001
706206;869201861691;72425;31358;962;120;78;42;11,5;02/08/2004;29/08/2014;H002
706207;869201861691;17400;7723;1490;20;13;7;11,5;02/08/2004;29/08/2014;H002
706212;869201861691;42005;14872;828;60;42;18;6,9;24/08/2007;24/08/2012;V001
704244;769204725105;370000;238530;3803;119;34;85;9,5;30/04/2008;30/03/2018;H001
708863;469093478958;580000;550910;5966;180;18;162;9,5;31/08/2009;31/08/2024;H001
708875;469093478958;87435;85489;1768;60;2;58;7,8;03/12/2010;30/12/2015;V001
711754;269229202772;7000;3868;222;42;22;20;17;20/03/2009;17/10/2012;P001
711140;369223318698;27595;25722;567;60;5;55;8,75;02/09/2010;02/09/2015;V001
698254;169216112162;54068;37075;1028;59;23;36;11,9;25/03/2009;01/03/2014;V001
705452;269212273203;10000;582;297;48;47;1;20;14/03/2007;30/03/2011;P001
706022;669214627097;12000;3083;798;17;11;6;17,9;08/03/2010;01/09/2011;P001
712835;669107679709;36250;22730;447;144;76;68;11;21/10/2004;30/10/2016;H001
699695;669227607197;113500;112958;1031;240;3;237;9,39;16/11/2010;30/11/2030;H004
699697;669227607197;12500;12500;695;40;0;40;9,39;16/11/2010;30/11/2030;H004
700040;469233473363;65862;65862;1457;60;0;60;12,25;09/02/2011;09/02/2016;H001
711460;969214901691;5000;1834;145;48;34;14;18;31/03/2008;17/04/2012;P001
710162;169224108978;6300;866;224;36;31;5;17,9;07/07/2008;30/07/2011;P001
704639;969201952342;100000;93214;3538;35;4;31;15,5;27/10/2010;01/10/2013;P001
708231;269223268668;270587;265872;2542;240;15;225;9,9;30/11/2009;30/11/2029;H001
710363;369229384614;35489;29606;867;58;17;41;16;17/04/2009;01/04/2014;V001
712508;469044471661;58000;30772;564;156;98;58;10;26/12/2002;30/12/2015;H001
700552;669103608118;84500;51872;908;104;43;61;9;23/06/2007;16/03/2016;H001
702320;669225681261;146006;140059;1131;237;25;212;9,2;02/10/2008;31/10/2028;H001
702389;669225681261;27000;24757;654;59;8;51;16,15;14/05/2010;02/05/2015;P001
702390;669225681261;25600;25600;25824;1;0;1;11;14/05/2010;30/03/2011;P001
702518;869211842972;38042;31790;395;240;74;166;11,5;03/12/2004;31/12/2024;H002
702519;869211842972;9512;8050;611;40;12;28;11,5;03/12/2004;31/12/2024;H002
704242;769225719819;2150;2150;147;18;4;14;30;15/04/2008;30/10/2009;P001
706586;369221330600;77500;62743;990;143;46;97;11,75;13/03/2007;02/03/2019;H001
706659;369221330600;15100;9800;530;35;15;20;14,99;28/11/2009;01/11/2012;P001
712323;369208350750;66700;49732;707;240;124;116;11,75;19/10/2000;19/10/2020;H001
711609;169060190560;4500;1349;160;36;27;9;17;23/10/2008;17/11/2011;P001
713849;469206420170;1475;1008;84;25;10;15;40;27/04/2010;27/05/2012;P001
702038;369224378318;93342;75177;2349;57;15;42;17;23/11/2009;23/08/2014;C001
702913;969212961641;33000;17709;817;60;34;26;17,9;12/04/2008;22/04/2013;P001
708092;869227809339;4000;2576;257;18;7;11;20,15;20/07/2010;30/01/2012;P001
712992;969216927167;72500;38956;861;119;68;51;9,5;03/06/2005;01/06/2015;H001
697976;269229236736;3090;2973;118;35;2;33;21,9;24/11/2010;04/11/2013;P001
702545;369028306556;120000;108822;1268;180;34;146;10;12/04/2008;15/04/2023;H001
702550;369028306556;20120;13850;503;59;25;34;17,9;29/12/2008;05/12/2013;P001
702043;69222043893;8000;751;768;12;8;4;30;02/06/2010;02/06/2011;P001
706374;69203046616;19000;11563;445;59;28;31;14,5;30/09/2008;05/09/2013;P001
710589;669205682452;25427;22553;590;59;9;50;13,99;28/04/2010;05/04/2015;V001
713953;969213919279;8000;6431;200;47;12;35;17,9;29/01/2010;02/01/2014;P001
708404;869216890480;26100;23919;985;36;8;28;23;22/02/2005;22/02/2008;P001
713610;69080040720;35693;27312;520;120;44;76;12,9;04/06/2007;04/06/2017;H003
713611;69080040720;6299;4504;565;20;7;13;12,9;04/06/2007;04/06/2017;H003
697922;669202608918;19000;19000;665;35;0;35;14,5;23/02/2011;03/02/2014;P001
703495;969224919889;68900;61779;616;180;34;146;9,75;04/04/2008;05/04/2023;H001
711182;269147204134;77546;74341;1559;60;3;57;7,8;10/11/2010;10/11/2015;V001
697965;269147204134;345286;342426;2448;264;7;257;8,5;27/07/2010;27/07/2032;H001
698360;469229429649;2000;709;184;12;9;3;20,15;22/05/2010;30/05/2011;P001
702336;669229635335;100800;98466;1079;240;20;220;12;17/06/2009;23/06/2029;H001
703829;269205265475;6000;206;208;36;36;0;16;10/10/2007;10/10/2010;P001
708656;569227562752;6000;2664;404;17;10;7;19,9;25/03/2010;02/09/2011;P001
708522;969221929829;5120;3483;154;47;19;28;19,9;13/06/2009;05/06/2013;P001
699288;869219808808;10000;5459;502;24;13;11;19,9;20/01/2010;30/01/2012;P001
708036;669214628018;52000;36696;726;120;52;68;11,75;20/10/2006;30/10/2016;H001
