CODIGO;CTA_AHORRO;SALDO_AHORRO;CTA_PLAZO;SALDO_PLAZO;CTA_FONDO;SALDO_FONDO;CTA_CTS;SALDO_CTS;CTA_PRESTAMO;SALDO_PRESTAMO;CTA_HIPOTECARIO;SALDO_HIPOTECARIO;CTA_TARJETA;SALDO_TARJETA
269237254324;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269237235065;1;6;0;0;0;0;0;0;0;0;0;0;0;0
269237235105;1;29;0;0;0;0;1;30;0;0;0;0;0;0
269237237957;1;2;0;0;0;0;0;0;0;0;0;0;0;0
769237758548;1;28;0;0;0;0;1;51;0;0;0;0;0;0
769237760420;0;0;0;0;0;0;0;0;0;0;0;0;1;0
769237741081;1;19;0;0;0;0;0;0;0;0;0;0;0;0
769237741541;1;160;0;0;0;0;0;0;0;0;0;0;0;0
769237741661;1;0;0;0;0;0;0;0;0;0;0;0;0;0
769237742682;1;523;0;0;0;0;0;0;0;0;0;0;0;0
769237743173;1;2000;0;0;0;0;0;0;0;0;0;0;0;0
769237744614;0;0;0;0;0;0;0;0;0;0;0;0;1;0
769237744834;1;28;0;0;0;0;0;0;0;0;0;0;0;0
769237747187;1;72;0;0;0;0;0;0;0;0;0;0;0;0
769237748238;0;0;0;0;0;0;0;0;0;0;0;0;1;387
769237748778;1;51;0;0;0;0;0;0;0;0;0;0;0;0
769237749209;0;0;0;0;0;0;0;0;0;0;0;0;1;129
769237749419;0;0;0;0;0;0;0;0;0;0;0;0;1;0
769237749479;1;93;0;0;0;0;0;0;0;0;0;0;0;0
769237749909;1;24;0;0;0;0;0;0;0;0;0;0;0;0
769237737237;1;20;0;0;0;0;0;0;0;0;0;0;0;0
769237737567;1;0;0;0;0;0;0;0;0;0;0;0;0;0
769237737697;1;0;0;0;0;0;0;0;0;0;0;0;0;0
769237737877;1;238;0;0;0;0;1;0;0;0;0;0;0;0
769237737987;1;87;0;0;0;0;0;0;0;0;0;0;0;0
769237738518;1;110;0;0;0;0;0;0;0;0;0;0;0;0
769237720510;0;0;0;0;0;0;1;1111;0;0;0;0;0;0
769237724024;1;142;0;0;0;0;0;0;0;0;0;0;0;0
769237725405;1;528;0;0;0;0;1;0;0;0;0;0;0;0
769237726276;1;663;0;0;0;0;0;0;0;0;0;0;0;0
669237610020;2;15;0;0;0;0;0;0;0;0;0;0;0;0
669237611601;1;0;0;0;0;0;0;0;0;0;0;0;0;0
669237612462;1;61;0;0;0;0;0;0;0;0;0;0;0;0
669237613383;1;25;0;0;0;0;0;0;0;0;0;0;0;0
669237614164;1;101;0;0;0;0;1;0;0;0;0;0;0;0
669237615455;1;597;0;0;0;0;0;0;0;0;0;0;0;0
669237616086;1;0;0;0;0;0;0;0;0;0;0;0;1;1220
369235387817;1;22;0;0;0;0;1;184;0;0;0;0;0;0
369235388408;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369235388678;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369235369059;1;0;0;0;0;0;0;0;0;0;0;0;0;0
769237757517;1;0;0;0;0;0;0;0;0;0;0;0;0;0
769237759279;0;0;0;0;0;0;0;0;0;0;0;0;1;0
769237741571;1;157;0;0;0;0;0;0;0;0;0;0;0;0
769237744624;0;0;0;0;0;0;0;0;0;0;0;0;1;68
769237745385;1;1000;0;0;0;0;0;0;0;0;0;0;0;0
769237745875;1;0;0;0;0;0;0;0;0;0;0;0;0;0
769237746396;1;91;0;0;0;0;0;0;0;0;0;0;0;0
769237747217;1;29;0;0;0;0;0;0;0;0;0;0;0;0
769237748548;0;0;0;0;0;0;0;0;0;0;0;0;1;0
769237750230;1;337;0;0;0;0;1;0;0;0;0;0;0;0
769237731291;1;347;0;0;0;0;0;0;0;0;0;0;0;0
769237731861;0;0;0;0;0;0;1;0;0;0;0;0;0;0
769237732422;1;205;0;0;0;0;1;0;0;0;0;0;0;0
769237733113;0;0;1;14000;0;0;0;0;0;0;0;0;0;0
769237733903;0;0;0;0;0;0;0;0;0;0;0;0;1;735
769237734274;1;0;0;0;0;0;0;0;0;0;0;0;0;0
769237734834;1;9;0;0;0;0;0;0;0;0;0;0;0;0
769237736376;1;37;0;0;0;0;0;0;0;0;0;0;0;0
769237736496;1;44;0;0;0;0;0;0;0;0;0;0;0;0
769237736786;1;33;0;0;0;0;0;0;0;0;0;0;0;0
769237737167;1;19;0;0;0;0;0;0;0;0;0;0;0;0
769237737297;1;15;0;0;0;0;0;0;0;0;0;0;0;0
769237738898;1;20;0;0;0;0;0;0;0;0;0;0;0;0
769237722372;1;0;0;0;0;0;0;0;0;0;0;0;0;0
769237722952;1;22;0;0;0;0;0;0;0;0;0;0;0;0
769237723393;1;5;0;0;0;0;0;0;0;0;0;0;0;0
769237726896;1;52;0;0;0;0;0;0;0;0;0;0;0;0
769237727237;1;14;0;0;0;0;0;0;0;0;0;0;0;0
669237610290;1;130;0;0;0;0;0;0;0;0;0;0;0;0
669237610500;1;17;0;0;0;0;0;0;0;0;0;0;0;0
669237612272;1;83;0;0;0;0;0;0;0;0;0;0;0;0
669237613273;1;2145;0;0;0;0;0;0;0;0;0;0;0;0
669237615965;1;241;0;0;0;0;0;0;0;0;0;0;0;0
669237615985;0;0;0;0;0;0;0;0;0;0;0;0;1;0
969234969009;1;590;0;0;0;0;0;0;0;0;0;0;0;0
369236323133;1;0;0;0;0;0;0;0;0;0;0;0;1;1175
369236324634;1;1056;0;0;0;0;0;0;0;0;0;0;0;0
369236307267;2;58;0;0;0;0;0;0;0;0;0;0;1;0
369236307407;0;0;0;0;0;0;0;0;0;0;0;0;1;0
369236308168;1;223;0;0;0;0;0;0;0;0;0;0;0;0
369236310480;2;35;0;0;0;0;0;0;0;0;0;0;0;0
369236313683;1;0;0;0;0;0;0;0;0;0;0;0;1;1024
369236315295;1;75;0;0;0;0;1;123;0;0;0;0;0;0
269236294674;1;28;0;0;0;0;0;0;0;0;0;0;0;0
269236294704;1;33;0;0;0;0;0;0;0;0;0;0;0;0
269236299679;2;0;0;0;0;0;1;0;0;0;0;0;0;0
369236300290;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369236302072;1;1132;0;0;0;0;0;0;0;0;0;0;0;0
369236302142;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369236302832;1;29;0;0;0;0;0;0;0;0;0;0;0;0
269236284604;1;641;0;0;0;0;2;417;0;0;0;0;1;0
269236286686;1;640;0;0;0;0;0;0;0;0;0;0;0;0
269236286816;1;1;0;0;0;0;0;0;0;0;0;0;0;0
269236287307;2;255;0;0;0;0;1;115;0;0;0;0;0;0
269236287327;1;68;0;0;0;0;0;0;0;0;0;0;0;0
269236289019;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236289279;1;8024;0;0;1;968;0;0;0;0;0;0;0;0
269236270600;1;33;0;0;0;0;0;0;0;0;0;0;0;0
269236274504;1;12766;0;0;0;0;1;0;0;0;0;0;1;0
269236275145;1;79;0;0;0;0;0;0;0;0;0;0;0;0
269236280930;1;112;0;0;0;0;0;0;0;0;0;0;0;0
269236260360;1;154;0;0;0;0;1;0;0;0;0;0;0;0
269236261711;1;4927;0;0;0;0;0;0;0;0;0;0;0;0
269236262212;1;88;0;0;0;0;0;0;0;0;0;0;0;0
269236263143;2;50;0;0;0;0;0;0;0;0;0;0;0;0
269236263993;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236264974;1;258;0;0;0;0;1;251;0;0;0;0;0;0
269237292182;0;0;0;0;0;0;0;0;0;0;0;0;1;788
269237292262;0;0;0;0;0;0;0;0;0;0;0;0;1;0
669237616166;0;0;0;0;0;0;0;0;0;0;0;0;1;0
569237595465;1;4;0;0;0;0;0;0;0;0;0;0;0;0
569237597287;1;42;0;0;0;0;0;0;0;0;0;0;0;0
569237598008;1;650;0;0;0;0;0;0;0;0;0;0;0;0
569237598328;1;291;0;0;0;0;1;0;0;0;0;0;0;0
269238221421;1;37;0;0;0;0;0;0;0;0;0;0;0;0
269238224244;1;65;0;0;0;0;0;0;0;0;0;0;0;0
269238224614;1;33;0;0;0;0;0;0;0;0;0;0;0;0
269238224694;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269238225145;0;0;0;0;0;0;0;0;0;0;0;0;1;10
269238226406;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269238226496;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269238208108;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269238209719;1;4;0;0;0;0;0;0;0;0;0;0;0;0
269238210680;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269238211181;1;17;0;0;0;0;0;0;0;0;0;0;0;0
269238211941;1;80;0;0;0;0;0;0;0;0;0;0;0;0
269238212822;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269238200420;1;4;0;0;0;0;0;0;0;0;0;0;0;0
269238200690;1;11;0;0;0;0;0;0;0;0;0;0;0;0
269238201021;1;1;0;0;0;0;0;0;0;0;0;0;0;0
269238204814;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269238205895;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269238206886;1;33;0;0;0;0;0;0;0;0;0;0;0;0
269238207847;1;25;0;0;0;0;0;0;0;0;0;0;0;0
169238191781;1;0;0;0;0;0;1;0;0;0;0;0;0;0
169238192132;1;18;0;0;0;0;1;0;0;0;0;0;0;0
169238194254;2;0;0;0;0;0;1;0;0;0;0;0;0;0
169238194434;2;20;0;0;0;0;1;0;0;0;0;0;0;0
169238196446;1;1;0;0;0;0;0;0;0;0;0;0;0;0
169238197077;1;100;0;0;0;0;0;0;0;0;0;0;0;0
169238197517;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238199209;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238183993;0;0;0;0;0;0;1;0;0;0;0;0;0;0
169238184904;1;12;0;0;0;0;0;0;0;0;0;0;0;0
169238185325;2;1321;1;2903;0;0;0;0;0;0;0;0;0;0
169238186756;1;10;0;0;0;0;0;0;0;0;0;0;0;0
169238186846;1;265;0;0;0;0;0;0;0;0;0;0;0;0
169238187667;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269237293863;1;151;0;0;0;0;0;0;0;0;0;0;0;0
269237294874;1;1;0;0;0;0;0;0;0;0;0;0;0;0
269237295575;1;110;0;0;0;0;0;0;0;0;0;0;0;0
269237295675;1;568;0;0;0;0;0;0;0;0;0;0;0;0
269237276326;1;79;0;0;0;0;0;0;0;0;0;0;0;0
269237276516;0;0;0;0;0;0;0;0;0;0;0;0;1;3949
269237277627;1;114;0;0;0;0;0;0;0;0;0;0;0;0
269237280450;1;17;0;0;0;0;0;0;0;0;0;0;0;0
269237280970;1;21;0;0;0;0;1;0;0;0;0;0;0;0
269237281581;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269237283403;1;105;0;0;0;0;0;0;0;0;0;0;0;0
269237283413;1;500;0;0;0;0;0;0;0;0;0;0;0;0
269237285385;1;139;0;0;0;0;0;0;0;0;0;0;0;0
269237265905;1;713;0;0;0;0;0;0;0;0;0;0;0;0
269237269349;0;0;0;0;0;0;0;0;0;0;0;0;1;552
269237271951;1;4;0;0;0;0;0;0;0;0;0;0;0;0
269237274314;1;10;0;0;0;0;0;0;0;0;0;0;0;0
269237275185;1;278;0;0;0;0;0;0;0;0;0;0;0;0
269237255855;1;0;0;0;0;0;1;0;0;0;0;0;0;0
269237255905;1;93;0;0;0;0;1;31;0;0;0;0;0;0
269237256546;1;45;0;0;0;0;0;0;0;0;0;0;0;0
269237256756;1;124;0;0;0;0;0;0;0;0;0;0;0;0
269237257347;1;4;0;0;0;0;0;0;0;0;0;0;0;0
269237257977;1;104;0;0;0;0;0;0;0;0;0;0;0;0
269237258528;1;4833;0;0;0;0;0;0;0;0;0;0;0;0
269237258718;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269237258818;1;2;0;0;0;0;0;0;0;0;0;0;0;0
269237260480;0;0;0;0;0;0;0;0;0;0;0;0;1;726
269237262192;1;23;0;0;0;0;0;0;0;0;0;0;0;0
269237262482;1;39;0;0;0;0;0;0;0;0;0;0;0;0
269237262502;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269237245815;1;8;0;0;0;0;0;0;0;0;0;0;0;0
269237245875;1;212;0;0;0;0;0;0;0;0;0;0;0;0
269237248648;1;61;0;0;0;0;1;0;0;0;0;0;0;0
269237249499;0;0;0;0;0;0;0;0;0;0;0;0;1;707
269237250880;1;28047;0;0;0;0;0;0;0;0;0;0;0;0
469235420850;1;7;0;0;0;0;0;0;0;0;0;0;0;0
469235421371;0;0;0;0;0;0;1;225;0;0;0;0;0;0
469235404174;0;0;0;0;0;0;1;238;0;0;0;0;0;0
269236294204;1;65;0;0;0;0;0;0;0;0;0;0;0;0
269236294454;1;4;0;0;0;0;0;0;0;0;0;0;0;0
269236296476;1;3;0;0;0;0;0;0;0;0;0;0;0;0
269236298688;1;0;0;0;1;4401;0;0;0;0;0;0;0;0
369236300450;2;247;0;0;0;0;0;0;0;0;0;0;0;0
369236302842;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369236303303;1;183;0;0;0;0;0;0;0;0;0;0;0;0
369236304424;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269236282162;0;0;0;0;0;0;1;29013;0;0;0;0;0;0
269236282552;1;20;0;0;0;0;0;0;0;0;0;0;0;0
269236283433;1;66;0;0;0;0;0;0;0;0;0;0;0;0
269236283483;2;20;0;0;0;0;0;0;0;0;0;0;0;0
269236283873;1;1139;0;0;0;0;0;0;0;0;0;0;0;0
269236284134;1;5488;0;0;0;0;0;0;0;0;0;0;0;0
269236286026;1;1223;0;0;0;0;0;0;0;0;0;0;0;0
269236286186;2;223;0;0;0;0;1;116;0;0;0;0;0;0
269236286226;1;4;0;0;0;0;0;0;0;0;0;0;0;0
269236287317;1;1;0;0;0;0;0;0;0;0;0;0;0;0
269236288368;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236272892;1;46;0;0;0;0;0;0;0;0;0;0;0;0
269236273423;1;9007;0;0;0;0;0;0;0;0;0;0;0;0
269236274454;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236276586;1;2506;0;0;0;0;0;0;0;0;0;0;0;0
269236279069;1;0;0;0;0;0;1;0;0;0;0;0;0;0
269236279879;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269236281491;1;222;0;0;0;0;0;0;0;0;0;0;1;2538
269236259149;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236259249;1;6;0;0;0;0;0;0;0;0;0;0;0;0
269236260630;1;164;0;0;0;0;0;0;0;0;0;0;0;0
269236261001;0;0;0;0;0;0;1;167;0;0;0;0;0;0
269236261531;1;17;0;0;0;0;0;0;0;0;0;0;0;0
269236262042;1;23;0;0;0;0;0;0;0;0;0;0;0;0
269236262392;1;629;0;0;0;0;0;0;0;0;0;0;0;0
269236263053;2;49;0;0;0;0;0;0;0;0;0;0;0;0
269236263483;1;322;0;0;0;0;1;151;0;0;0;0;0;0
269236263853;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236266236;1;212;0;0;0;0;0;0;0;0;0;0;0;0
469235416386;0;0;0;0;0;0;1;98;0;0;0;0;0;0
469235417377;1;0;0;0;0;0;0;0;0;0;0;0;0;0
569237597037;1;157;0;0;0;0;0;0;0;0;0;0;0;0
269237262662;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269237262832;1;0;0;0;0;0;0;0;0;0;0;0;1;0
269237263213;1;0;0;0;0;0;0;0;0;0;0;0;1;0
269237263763;1;45;0;0;0;0;0;0;0;0;0;0;0;0
269237263793;1;5;0;0;0;0;0;0;0;0;0;0;0;0
269237264114;1;386;0;0;0;0;0;0;0;0;0;0;0;0
269237246436;0;0;0;0;0;0;0;0;0;0;0;0;1;235
269237246456;1;0;0;0;1;33357;0;0;0;0;0;0;0;0
269237246856;1;78;0;0;0;0;0;0;0;0;0;0;0;0
269237249439;1;87;0;0;0;0;0;0;0;0;0;0;0;0
269237249599;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269237249709;1;75;0;0;0;0;1;51;0;0;0;0;0;0
269237250360;2;21;0;0;0;0;1;0;0;0;0;0;0;0
269237250750;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269237252012;2;1;0;0;0;0;0;0;0;0;0;0;0;0
269237252122;1;42;0;0;0;0;0;0;0;0;0;0;0;0
269237252342;2;0;0;0;0;0;0;0;0;0;0;0;0;0
269237253583;1;10087;0;0;0;0;0;0;0;0;0;0;0;0
269237253953;1;53;0;0;0;0;1;0;0;0;0;0;0;0
269237254634;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269237233553;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269237234674;1;31;0;0;0;0;1;0;0;0;0;0;0;0
269237235425;1;99;0;0;0;0;1;17;0;0;0;0;0;0
269237235905;1;42;0;0;0;0;1;0;0;0;0;0;0;0
269237237817;3;19;0;0;0;0;0;0;0;0;0;0;0;0
269237237987;2;27;0;0;0;0;0;0;0;0;0;0;0;0
269237238738;1;1093;0;0;0;0;1;165;0;0;0;0;0;0
269237238838;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269237239309;1;114;0;0;0;0;0;0;0;0;0;0;0;0
269237240220;1;150;0;0;0;0;0;0;0;0;0;0;0;0
269237240650;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269237240740;1;593;0;0;0;0;0;0;0;0;0;0;0;0
269237242062;1;413;0;0;0;0;0;0;0;0;0;0;0;0
269237242412;1;4;0;0;0;0;0;0;0;0;0;0;0;0
269237242662;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269237243083;1;103;0;0;0;0;0;0;0;0;0;0;0;0
269237244784;1;692;0;0;0;0;0;0;0;0;0;0;0;0
469235417717;1;0;0;0;0;0;0;0;0;0;0;0;0;0
469235418148;1;20;0;0;0;0;1;71;0;0;0;0;0;0
469235418338;1;1;0;0;0;0;1;0;0;0;0;0;0;0
469235419249;0;0;0;0;0;0;1;0;0;0;0;0;0;0
469235421561;1;14;0;0;0;0;0;0;0;0;0;0;0;0
469235405145;0;0;0;0;0;0;0;0;0;0;0;0;1;0
469235405485;1;675;0;0;0;0;0;0;0;0;0;0;0;0
469235406316;1;62;0;0;0;0;0;0;0;0;0;0;0;0
469235406456;1;0;0;0;0;0;0;0;0;0;0;0;0;0
469235407987;0;0;0;0;0;0;1;10;0;0;0;0;0;0
469235409169;1;36;0;0;0;0;1;21;0;0;0;0;0;0
469235410530;2;0;0;0;0;0;0;0;0;0;0;0;0;0
469235412112;0;0;0;0;0;0;1;178;0;0;0;0;0;0
369235389239;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369235389969;1;52;0;0;0;0;1;263;0;0;0;0;0;0
369235390060;1;511;0;0;0;0;0;0;0;0;0;0;0;0
369235394064;0;0;0;0;0;0;0;0;0;0;0;0;1;0
369235394174;0;0;0;0;0;0;1;227;0;0;0;0;0;0
369235397097;0;0;0;0;0;0;1;708;0;0;0;0;0;0
369235398638;0;0;0;0;0;0;1;611;0;0;0;0;0;0
369235398958;1;0;0;0;0;0;1;143;0;0;0;0;0;0
469235400060;1;0;0;0;0;0;0;0;0;0;0;0;0;0
469235400380;1;0;0;0;0;0;0;0;0;0;0;0;0;0
469235400580;0;0;0;0;0;0;1;558;0;0;0;0;0;0
469235400730;1;0;0;0;0;0;1;198;0;0;0;0;0;0
469235402822;1;79;0;0;0;0;0;0;0;0;0;0;0;0
469235403043;2;944;0;0;0;0;0;0;0;0;0;0;0;0
369235380270;1;160;0;0;0;0;0;0;0;0;0;0;0;0
369235382702;1;172;0;0;0;0;1;0;0;0;0;0;0;0
369235382942;1;4;0;0;0;0;0;0;0;0;0;0;0;0
369235383773;0;0;0;0;0;0;1;70;0;0;0;0;0;0
369235383803;0;0;0;0;0;0;1;26;0;0;0;0;0;0
369235383813;0;0;0;0;0;0;0;0;0;0;0;0;1;2302
369235383873;0;0;0;0;0;0;1;127;0;0;0;0;0;0
769237764164;0;0;0;0;0;0;1;0;0;0;0;0;0;0
769237764704;1;134;0;0;0;0;0;0;0;0;0;0;0;0
269236265915;1;2;0;0;0;0;0;0;0;0;0;0;0;0
269236249659;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236249669;3;3;0;0;0;0;0;0;0;0;0;0;0;0
269236250930;1;61;0;0;0;0;1;0;0;0;0;0;0;0
269236251211;2;225;0;0;0;0;1;0;0;0;0;0;0;0
269236251761;0;0;0;0;0;0;0;0;0;0;0;0;1;436
269238211261;1;38;0;0;0;0;0;0;0;0;0;0;0;0
269238213273;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269238214244;1;60;0;0;0;0;1;0;0;0;0;0;0;0
269238214814;1;45;0;0;0;0;0;0;0;0;0;0;0;0
269238216506;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238199709;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238199949;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269238200040;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269238201781;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269238201881;1;30;0;0;0;0;0;0;0;0;0;0;0;0
269238202602;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269238203593;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269238203663;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269238203743;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269238205075;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269238205195;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269238206036;1;0;0;0;0;0;0;0;0;0;0;0;0;0
169238192842;1;84;0;0;0;0;0;0;0;0;0;0;0;0
169238193353;1;1;0;0;0;0;0;0;0;0;0;0;0;0
169238193983;1;22;0;0;0;0;0;0;0;0;0;0;0;0
169238194964;1;15;0;0;0;0;0;0;0;0;0;0;0;0
169238195465;1;0;0;0;0;0;0;0;0;0;0;0;0;0
169238195635;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238195815;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238196006;1;17;0;0;0;0;0;0;0;0;0;0;0;0
169238197437;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238197717;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238197867;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238198578;0;0;0;0;0;0;0;0;0;0;0;0;1;387
169238198768;0;0;0;0;0;0;0;0;0;0;0;0;1;0
169238182902;1;0;0;0;0;0;0;0;0;0;0;0;0;0
169238182962;1;9;0;0;0;0;0;0;0;0;0;0;0;0
169238184774;0;0;0;0;0;0;1;0;0;0;0;0;0;0
169238171581;1;6582;0;0;0;0;0;0;0;0;0;0;0;0
169238173133;1;0;0;0;0;0;0;0;0;0;0;0;0;0
169238174434;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269236274744;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236275595;1;18;0;0;0;0;1;0;0;0;0;0;0;0
269236276256;1;110;0;0;0;0;0;0;0;0;0;0;0;0
269236276786;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236279129;1;715;0;0;0;0;1;0;0;0;0;0;0;0
269236279799;1;284;0;0;0;0;1;70;0;0;0;0;0;0
269236280000;1;49;0;0;0;0;1;0;0;0;0;0;0;0
269236280380;1;415;0;0;0;0;0;0;0;0;0;0;0;0
269236280870;1;1080;0;0;0;0;0;0;0;0;0;0;0;0
269236281591;1;6550;0;0;0;0;0;0;0;0;0;0;0;0
269236259479;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236260990;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236261441;2;1961;0;0;0;0;0;0;0;0;0;0;0;0
269236262152;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236262402;0;0;0;0;0;0;1;0;0;0;0;0;0;0
269236262572;1;95;0;0;0;0;1;0;0;0;0;0;0;0
269236262642;1;153;0;0;0;0;0;0;0;0;0;0;0;0
269236263293;2;1969;0;0;0;0;0;0;0;0;0;0;0;0
269236263443;1;0;0;0;1;5935;0;0;0;0;0;0;0;0
269236263503;1;4;0;0;0;0;0;0;0;0;0;0;0;0
269236249129;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236250560;1;4116;0;0;0;0;0;0;0;0;0;0;0;0
269236254084;2;12550;0;0;0;0;0;0;0;0;0;0;0;0
269236255935;2;0;0;0;0;0;0;0;0;0;0;0;0;0
269236258048;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236238228;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236238998;0;0;0;0;0;0;0;0;0;0;0;0;1;0
269236239049;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236245035;1;3163;0;0;0;0;0;0;0;0;0;0;0;0
269236245505;1;9;0;0;0;0;0;0;0;0;0;0;0;0
269236245855;2;4;0;0;0;0;0;0;0;0;0;0;0;0
269236246986;1;25;0;0;0;0;0;0;0;0;0;0;0;0
269236247017;1;305;0;0;0;0;1;566;0;0;0;0;0;0
269236248328;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236229609;1;0;0;0;0;0;0;0;0;0;0;0;0;0
269236230240;1;4;0;0;0;0;0;0;0;0;0;0;0;0
169238186446;1;0;0;0;0;0;0;0;0;0;0;0;0;0
169238187467;1;10;0;0;0;0;0;0;0;0;0;0;0;0
169238189399;1;60;0;0;0;0;1;0;0;0;0;0;0;0
169238189979;1;1;0;0;0;0;0;0;0;0;0;0;0;0
169238190540;1;0;0;0;0;0;0;0;0;0;0;0;0;0
469235416526;2;169;0;0;0;0;0;0;0;0;0;0;0;0
469235416816;1;4;0;0;0;0;0;0;0;0;0;0;0;0
469235416976;0;0;0;0;0;0;1;228;0;0;0;0;0;0
469235417017;0;0;0;0;0;0;1;238;0;0;0;0;0;0
469235419949;1;0;0;0;0;0;0;0;0;0;0;0;0;0
469235403523;0;0;0;0;0;0;0;0;0;0;0;0;1;0
469235406476;1;0;0;0;0;0;0;0;0;0;0;0;0;0
469235407407;0;0;0;0;0;0;0;0;0;0;0;0;1;0
469235407507;1;331;0;0;0;0;0;0;0;0;0;0;0;0
469235410420;1;0;0;0;0;0;1;23;0;0;0;0;0;0
469235412282;1;10;0;0;0;0;0;0;0;0;0;0;0;0
469235412672;0;0;0;0;0;0;1;148;0;0;0;0;0;0
469235413343;0;0;0;0;0;0;1;136;0;0;0;0;0;0
469235413363;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369235389869;0;0;0;0;0;0;1;0;0;0;0;0;0;0
369235390330;2;579;0;0;0;0;0;0;0;0;0;0;0;0
369235390610;1;45;0;0;0;0;1;0;0;0;0;0;0;0
369235391261;1;3;0;0;0;0;0;0;0;0;0;0;0;0
369235392052;1;9;0;0;0;0;1;46;0;0;0;0;1;0
369235393703;0;0;0;0;0;0;0;0;0;0;0;0;1;0
369235394624;1;336;0;0;0;0;2;41;0;0;0;0;0;0
369235395465;0;0;0;0;0;0;1;251;0;0;0;0;0;0
369235398878;1;14;0;0;0;0;1;131;0;0;0;0;0;0
369235399119;0;0;0;0;0;0;1;78;0;0;0;0;0;0
369235399599;0;0;0;0;0;0;1;270;0;0;0;0;0;0
369235380330;1;25765;0;0;0;0;0;0;0;0;0;0;0;0
369235387177;3;7;0;0;0;0;1;36;0;0;0;0;0;0
369235388628;0;0;0;0;0;0;1;110;0;0;0;0;0;0
369235368818;1;229;0;0;0;0;0;0;0;0;0;0;0;0
369235368898;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369235369499;1;0;0;0;0;0;0;0;0;0;0;0;0;0
369235371881;1;85;0;0;0;0;0;0;0;0;0;0;0;0
369235372502;0;0;0;0;0;0;2;0;0;0;0;0;0;0
369235375915;1;0;0;0;0;0;0;0;0;0;0;0;0;0
